date,order_update,transaction_cancel,stock_status_update,order_delete,order_new,market_quote,transaction
20170731,55993.5,0,49009.5,4553.5,8562.5,5865872.5,567298.5
20170801,42574,0,48784.5,4969.5,9367.5,6275159,654327.5
20170802,41550.5,0,48658.5,5024,9316.5,6368403.5,680417.5
20170803,52927,0,48681,5528,11415.5,6805776,587654.5
20170804,57153.5,0,48685.5,4164.5,8918.5,5890735.5,558937.5
20170805,0,0,0,0,0,0,0
20170806,0,0,0,0,0,0,0
20170807,57383,0,49158,4948.5,9648.5,5466555,544948.5
20170808,60124,0,49927.5,5082,10036.5,6730680,659090.5
20170809,80623,0,50377.5,5966.5,10515.5,7511584.5,622996
20170810,138767,0,50512.5,8647,14608,11444940,740001
20170811,111974.5,0,50265,9454.5,13930,11472097.5,835114
20170812,0,0,0,0,0,0,0
20170813,0,0,0,0,0,0,0
20170814,90784.5,0,50071.5,7046.5,10954,7009643,589923.5
20170815,100870.5,0,50499,6575,10387,8010301.5,623063
20170816,83404.5,0,50719.5,4536,8878,6705755.5,536259.5
20170817,113961,0,51178.5,5398,9551.5,8141242.5,615503
20170818,106003.5,0,51610.5,4975.5,8066,7432854,587530
20170819,0,0,0,0,0,0,0
20170820,0,0,0,0,0,0,0
20170821,98892,0,51475.5,5392,9376,6854202.5,567955
20170822,79751,0,51673.5,4285,8262.5,6530144.5,591770
20170823,0,0,0,0,0,0,0
20170824,71285.5,0,52285.5,4772.5,8182,6735465.5,735316
20170825,85302,0,52353,5683,10226.5,8217098,737160.5
20170826,0,0,0,0,0,0,0
20170827,0,0,0,0,0,0,0
20170828,82538,0,52204.5,7519.5,12165,7627578.5,761747
20170829,92020.5,0,51975,6555,11490.5,7047932,682709
20170830,87760.5,0,51696,6320.5,11026.5,6551288.5,717815.5
20170831,87412,0,51840,6364.5,10931,6506930.5,715314
20170901,74246.5,0,52078.5,5038.5,8414,6527747,696030
20170902,0,0,0,0,0,0,0
20170903,0,0,0,0,0,0,0
20170904,99554,0,52168.5,6150.5,10516,7399538.5,650543
20170905,107605.5,0,52069.5,6238,10133,6553309.5,586812
20170906,116999.5,0,52240.5,5862,10446.5,7466255.5,662545.5
20170907,122237,0,52258.5,6249,10900,7677594.5,709898
20170908,122607,0,52483.5,5885.5,9915,6764538.5,634809.5
20170909,0,0,0,0,0,0,0
20170910,0,0,0,0,0,0,0
20170911,90999,0,52641,5845.5,9427.5,6371629.5,636151.5
20170912,102127,0,52686,4611,8882.5,6320825,660133
20170913,90842,0,52866,3785.5,7886,6714937.5,654114
20170914,112248,0,53059.5,4328.5,8857.5,6952200,689744.5
20170915,165404,0,53217,5657,10960,9287488,754895.5
20170916,0,0,0,0,0,0,0
20170917,0,0,0,0,0,0,0
20170918,86199,0,53275.5,5138,9291.5,7285895.5,767126
20170919,86010,0,53244,5034,9118.5,7362800,712914.5
20170920,79186,0,53451,4272,8334.5,6625390,731908
20170921,87282.5,0,53698.5,4656.5,9162.5,7252915.5,758498.5
20170922,79645,0,53919,5286.5,9437.5,6626240.5,664498.5
20170923,0,0,0,0,0,0,0
20170924,0,0,0,0,0,0,0
20170925,102654,0,54495,7348.5,11967,8755861.5,772944.5
20170926,87604.5,0,54126,6142.5,10079.5,7709082.5,696167
20170927,68674.5,0,53833.5,5990,9487.5,6370908.5,626345
20170928,91325,0,54144,6368,9620,7207185,622037
20170929,81196.5,0,53640,5282.5,8722,6610512,569294.5
20170930,0,0,0,0,0,0,0
20171001,0,0,0,0,0,0,0
20171002,0,0,0,0,0,0,0
20171003,89982.5,0,53199,4689.5,8350.5,7872427,724218
20171004,59330.5,0,52902,4392,7821.5,6674050.5,596260
20171005,0,0,0,0,0,0,0
20171006,65256.5,0,52389,3700,6805.5,6643062.5,715716.5
20171007,0,0,0,0,0,0,0
20171008,0,0,0,0,0,0,0
20171009,99981.5,0,52272,6724.5,11094.5,7988973.5,656041
20171010,96434.5,0,52393.5,6663,10523,7333370.5,701951
20171011,103333.5,0,52735.5,6124,9806,7694092,771986
20171012,100043,0,53320.5,5600,9491.5,6979320.5,685415

